aux	inflected	infinitive
will	iron	iron
will	petition	petition
will	raze	raze
will	pervert	pervert
will	like	like
will	latch	latch
will	transfer	transfer
will	pool	pool
will	culminate	culminate
will	demote	demote
will	square	square
will	paddle	paddle
will	scrounge	scrounge
will	prance	prance
will	lace	lace
will	foot	foot
will	gaze	gaze
will	castigate	castigate
will	churn	churn
will	arrange	arrange
will	rename	rename
will	topple	topple
will	reconcile	reconcile
will	detonate	detonate
will	quarantine	quarantine
will	convene	convene
will	realign	realign
will	pertain	pertain
will	ratify	ratify
will	discover	discover
will	sip	sip
will	prolong	prolong
will	adorn	adorn
will	vibrate	vibrate
will	tee	tee
will	franchise	franchise
will	worry	worry
will	convict	convict
will	head	head
will	retire	retire
will	define	define
will	top	top
will	store	store
will	depress	depress
will	rule	rule
will	mull	mull
will	spare	spare
will	impersonate	impersonate
will	treat	treat
will	misinterpret	misinterpret
will	hammer	hammer
will	default	default
will	publish	publish
will	vote	vote
will	value	value
will	extinguish	extinguish
will	prevent	prevent
will	study	study
will	clinch	clinch
will	innovate	innovate
will	identify	identify
will	roll	roll
will	vie	vie
will	highlight	highlight
will	greet	greet
will	arch	arch
will	persevere	persevere
will	refit	refit
will	refer	refer
will	deflate	deflate
will	encircle	encircle
will	collect	collect
will	overhaul	overhaul
will	drive	drive
will	be	be
will	serve	serve
will	walk	walk
will	love	love
will	cheat	cheat
will	discharge	discharge
will	circulate	circulate
will	impoverish	impoverish
will	skip	skip
will	loom	loom
will	restrict	restrict
will	deploy	deploy
will	experience	experience
will	examine	examine
will	conquer	conquer
will	comprise	comprise
will	flout	flout
will	spoil	spoil
will	confuse	confuse
will	recur	recur
will	hop	hop
will	aim	aim
will	orbit	orbit
will	file	file
will	end	end
will	arrest	arrest
will	protest	protest
will	manipulate	manipulate
will	validate	validate
will	respect	respect
will	spoof	spoof
will	roam	roam
will	convert	convert
will	obey	obey
will	multiply	multiply
will	envision	envision
will	captain	captain
will	juxtapose	juxtapose
will	recoil	recoil
will	frisk	frisk
will	decompose	decompose
will	commercialize	commercialize
will	recant	recant
will	reprise	reprise
will	refrain	refrain
will	secure	secure
will	subject	subject
will	survive	survive
will	rock	rock
will	abdicate	abdicate
will	plow	plow
will	hiss	hiss
will	lug	lug
will	sculpt	sculpt
will	suggest	suggest
will	participate	participate
will	detract	detract
will	cloak	cloak
will	differentiate	differentiate
will	smear	smear
will	ebb	ebb
will	eke	eke
will	flunk	flunk
will	forget	forget
will	stray	stray
will	light	light
will	reinvest	reinvest
will	illustrate	illustrate
will	waste	waste
will	erode	erode
will	consult	consult
will	sift	sift
will	forge	forge
will	lecture	lecture
will	toughen	toughen
will	disarm	disarm
will	hobnob	hobnob
will	forage	forage
will	rate	rate
will	disfigure	disfigure
will	ruff	ruff
will	kiss	kiss
will	target	target
will	upgrade	upgrade
will	search	search
will	fume	fume
will	continue	continue
will	deepen	deepen
will	expel	expel
will	weather	weather
will	broaden	broaden
will	expound	expound
will	spear	spear
will	scurry	scurry
will	trawl	trawl
will	audition	audition
will	cave	cave
will	clog	clog
will	position	position
will	overpay	overpay
will	pierce	pierce
will	transcribe	transcribe
will	stomp	stomp
will	configure	configure
will	disengage	disengage
will	shoo	shoo
will	mistreat	mistreat
will	share	share
will	stand	stand
will	create	create
will	bark	bark
will	crank	crank
will	whittle	whittle
will	model	model
will	consent	consent
will	confide	confide
will	outshine	outshine
will	enquire	enquire
will	wield	wield
will	mirror	mirror
will	point	point
will	provide	provide
will	produce	produce
will	smack	smack
will	rest	rest
will	inform	inform
will	complain	complain
will	taunt	taunt
will	blare	blare
will	dine	dine
will	consume	consume
will	stuff	stuff
will	map	map
will	slip	slip
will	bar	bar
will	volunteer	volunteer
will	permit	permit
will	mine	mine
will	understate	understate
will	retract	retract
will	skimp	skimp
will	simmer	simmer
will	oversee	oversee
will	beset	beset
will	stage	stage
will	darken	darken
will	duck	duck
will	cobble	cobble
will	strum	strum
will	apportion	apportion
will	parrot	parrot
will	displace	displace
will	retaliate	retaliate
will	flourish	flourish
will	label	label
will	rescue	rescue
will	outlast	outlast
will	exude	exude
will	preclude	preclude
will	malign	malign
will	disavow	disavow
will	take	take
will	diminish	diminish
will	elude	elude
will	rain	rain
will	distort	distort
will	diffuse	diffuse
will	zoom	zoom
will	anchor	anchor
will	antagonize	antagonize
will	pillage	pillage
will	reveal	reveal
will	discard	discard
will	discriminate	discriminate
will	revolutionize	revolutionize
will	buoy	buoy
will	appraise	appraise
will	twitch	twitch
will	breastfeed	breastfeed
will	dispute	dispute
will	precipitate	precipitate
will	ransack	ransack
will	host	host
will	chase	chase
will	relinquish	relinquish
will	quarrel	quarrel
will	retrench	retrench
will	strut	strut
will	dispel	dispel
will	practise	practise
will	register	register
will	trek	trek
will	banish	banish
will	sully	sully
will	bankrupt	bankrupt
will	dip	dip
will	repel	repel
will	sway	sway
will	tie	tie
will	devise	devise
will	energize	energize
will	rip	rip
will	articulate	articulate
will	overpower	overpower
will	demonize	demonize
will	hail	hail
will	override	override
will	inject	inject
will	field	field
will	impress	impress
will	stamp	stamp
will	dump	dump
will	sue	sue
will	decide	decide
will	converse	converse
will	disturb	disturb
will	trounce	trounce
will	insure	insure
will	cramp	cramp
will	gamble	gamble
will	profess	profess
will	putt	putt
will	rush	rush
will	result	result
will	stoke	stoke
will	rein	rein
will	foreclose	foreclose
will	lurch	lurch
will	bamboozle	bamboozle
will	wag	wag
will	reclassify	reclassify
will	thwart	thwart
will	satisfy	satisfy
will	plot	plot
will	size	size
will	douse	douse
will	chart	chart
will	prejudge	prejudge
will	shirk	shirk
will	resuscitate	resuscitate
will	clash	clash
will	pay	pay
will	stay	stay
will	review	review
will	intend	intend
will	overheat	overheat
will	enlighten	enlighten
will	stow	stow
will	wolf	wolf
will	hurtle	hurtle
will	zap	zap
will	swarm	swarm
will	gloss	gloss
will	vomit	vomit
will	enrage	enrage
will	console	console
will	facilitate	facilitate
will	champion	champion
will	celebrate	celebrate
will	manage	manage
will	own	own
will	post	post
will	endure	endure
will	repackage	repackage
will	abstain	abstain
will	ruin	ruin
will	transplant	transplant
will	determine	determine
will	agitate	agitate
will	protrude	protrude
will	chastise	chastise
will	reintroduce	reintroduce
will	meld	meld
will	slurp	slurp
will	hurl	hurl
will	quadruple	quadruple
will	justify	justify
will	sketch	sketch
will	awaken	awaken
will	engineer	engineer
will	block	block
will	master	master
will	click	click
will	adjourn	adjourn
will	undertake	undertake
will	implicate	implicate
will	outfit	outfit
will	corrode	corrode
will	placate	placate
will	rework	rework
will	ship	ship
will	preserve	preserve
will	rise	rise
will	replicate	replicate
will	administer	administer
will	pop	pop
will	fare	fare
will	scoop	scoop
will	plop	plop
will	reassign	reassign
will	reinforce	reinforce
will	set	set
will	decline	decline
will	corral	corral
will	fret	fret
will	depose	depose
will	loose	loose
will	emasculate	emasculate
will	recast	recast
will	romp	romp
will	adapt	adapt
will	tickle	tickle
will	clench	clench
will	digest	digest
will	affirm	affirm
will	snare	snare
will	testify	testify
will	free	free
will	connect	connect
will	soar	soar
will	reassure	reassure
will	soak	soak
will	defer	defer
will	excoriate	excoriate
will	lust	lust
will	mug	mug
will	teeter	teeter
will	relay	relay
will	solidify	solidify
will	diagnose	diagnose
will	invade	invade
will	soften	soften
will	materialize	materialize
will	sabotage	sabotage
will	devalue	devalue
will	fondle	fondle
will	ride	ride
will	maul	maul
will	fuel	fuel
will	apply	apply
will	court	court
will	park	park
will	abort	abort
will	aggravate	aggravate
will	mend	mend
will	captivate	captivate
will	mothball	mothball
will	sulk	sulk
will	clarify	clarify
will	harm	harm
will	indulge	indulge
will	oblige	oblige
will	stiffen	stiffen
will	repatriate	repatriate
will	immigrate	immigrate
will	plunder	plunder
will	immunize	immunize
will	unleash	unleash
will	gawk	gawk
will	cower	cower
will	delineate	delineate
will	balloon	balloon
will	fester	fester
will	supervise	supervise
will	punt	punt
will	shed	shed
will	dwindle	dwindle
will	unfurl	unfurl
will	meddle	meddle
will	book	book
will	attribute	attribute
will	denounce	denounce
will	absorb	absorb
will	upset	upset
will	span	span
will	condemn	condemn
will	assassinate	assassinate
will	surround	surround
will	revert	revert
will	balance	balance
will	mix	mix
will	triple	triple
will	fend	fend
will	paralyze	paralyze
will	progress	progress
will	throw	throw
will	fill	fill
will	smooth	smooth
will	tote	tote
will	overrun	overrun
will	cajole	cajole
will	uproot	uproot
will	terrorize	terrorize
will	resume	resume
will	imagine	imagine
will	cry	cry
will	bleed	bleed
will	employ	employ
will	debate	debate
will	find	find
will	distribute	distribute
will	avenge	avenge
will	bundle	bundle
will	ape	ape
will	enslave	enslave
will	fumble	fumble
will	mince	mince
will	figure	figure
will	splutter	splutter
will	squeak	squeak
will	recommend	recommend
will	stir	stir
will	procure	procure
will	reference	reference
will	compensate	compensate
will	steer	steer
will	overdo	overdo
will	waver	waver
will	rival	rival
will	kick-start	kick-start
will	riff	riff
will	reissue	reissue
will	wean	wean
will	substitute	substitute
will	snap	snap
will	stifle	stifle
will	pester	pester
will	clamour	clamour
will	implode	implode
will	trudge	trudge
will	lag	lag
will	empower	empower
will	battle	battle
will	restock	restock
will	reign	reign
will	appear	appear
will	liken	liken
will	equal	equal
will	utilize	utilize
will	jettison	jettison
will	relieve	relieve
will	troll	troll
will	wander	wander
will	secede	secede
will	shackle	shackle
will	cut	cut
will	surge	surge
will	throng	throng
will	comply	comply
will	punch	punch
will	perceive	perceive
will	coax	coax
will	capitulate	capitulate
will	profit	profit
will	decimate	decimate
will	tailor	tailor
will	dub	dub
will	specialize	specialize
will	protect	protect
will	surface	surface
will	incite	incite
will	correct	correct
will	admire	admire
will	harmonize	harmonize
will	glaze	glaze
will	jot	jot
will	symbolize	symbolize
will	mime	mime
will	invigorate	invigorate
will	fool	fool
will	nourish	nourish
will	cite	cite
will	last	last
will	confess	confess
will	mutate	mutate
will	blunt	blunt
will	proliferate	proliferate
will	tease	tease
will	pair	pair
will	intertwine	intertwine
will	elaborate	elaborate
will	remain	remain
will	hurt	hurt
will	announce	announce
will	put	put
will	entitle	entitle
will	sneak	sneak
will	grapple	grapple
will	surpass	surpass
will	trigger	trigger
will	count	count
will	hydrate	hydrate
will	operate	operate
will	switch	switch
will	glide	glide
will	escalate	escalate
will	surrender	surrender
will	thrust	thrust
will	fizzle	fizzle
will	water	water
will	writhe	writhe
will	scrawl	scrawl
will	huff	huff
will	spell	spell
will	disguise	disguise
will	obsess	obsess
will	wrest	wrest
will	buy	buy
will	follow	follow
will	retrieve	retrieve
will	tell	tell
will	nick	nick
will	decamp	decamp
will	mitigate	mitigate
will	damp	damp
will	rile	rile
will	avert	avert
will	moan	moan
will	regret	regret
will	time	time
will	harangue	harangue
will	reinvigorate	reinvigorate
will	murmur	murmur
will	furnish	furnish
will	fight	fight
will	write	write
will	wear	wear
will	pass	pass
will	solicit	solicit
will	hound	hound
will	relocate	relocate
will	gasp	gasp
will	bound	bound
will	clutch	clutch
will	realize	realize
will	locate	locate
will	dampen	dampen
will	revamp	revamp
will	befriend	befriend
will	vacate	vacate
will	vanquish	vanquish
will	combat	combat
will	stretch	stretch
will	nationalize	nationalize
will	settle	settle
will	lubricate	lubricate
will	fuss	fuss
will	degrade	degrade
will	amble	amble
will	burgle	burgle
will	reactivate	reactivate
will	recoup	recoup
will	laud	laud
will	waltz	waltz
will	limit	limit
will	collapse	collapse
will	concentrate	concentrate
will	corner	corner
will	revitalize	revitalize
will	publicize	publicize
will	dislodge	dislodge
will	litigate	litigate
will	berate	berate
will	outwit	outwit
will	sub	sub
will	leach	leach
will	spread	spread
will	pack	pack
will	exhaust	exhaust
will	rebut	rebut
will	forfeit	forfeit
will	shroud	shroud
will	tussle	tussle
will	seduce	seduce
will	dethrone	dethrone
will	say	say
will	allocate	allocate
will	eliminate	eliminate
will	shorten	shorten
will	chide	chide
will	bombard	bombard
will	flit	flit
will	mortgage	mortgage
will	pummel	pummel
will	fortify	fortify
will	fantasize	fantasize
will	enliven	enliven
will	load	load
will	amount	amount
will	tumble	tumble
will	ram	ram
will	entertain	entertain
will	seep	seep
will	muddle	muddle
will	stash	stash
will	devolve	devolve
will	reconnect	reconnect
will	hanker	hanker
will	compute	compute
will	holler	holler
will	cock	cock
will	recycle	recycle
will	add	add
will	deal	deal
will	penetrate	penetrate
will	confront	confront
will	mimic	mimic
will	praise	praise
will	persuade	persuade
will	clap	clap
will	scale	scale
will	blacken	blacken
will	debase	debase
will	ensue	ensue
will	predict	predict
will	rave	rave
will	phase	phase
will	round	round
will	pile	pile
will	wade	wade
will	inflate	inflate
will	rupture	rupture
will	nail	nail
will	thicken	thicken
will	erect	erect
will	impeach	impeach
will	disintegrate	disintegrate
will	axe	axe
will	constrict	constrict
will	christen	christen
will	blast	blast
will	die	die
will	adjust	adjust
will	even	even
will	behave	behave
will	constitute	constitute
will	chant	chant
will	hobble	hobble
will	resonate	resonate
will	misbehave	misbehave
will	scroll	scroll
will	debut	debut
will	slacken	slacken
will	cash	cash
will	attend	attend
will	lobby	lobby
will	cater	cater
will	apologize	apologize
will	practice	practice
will	prohibit	prohibit
will	mobilize	mobilize
will	desecrate	desecrate
will	snipe	snipe
will	sell	sell
will	focus	focus
will	intercept	intercept
will	consolidate	consolidate
will	summarize	summarize
will	eradicate	eradicate
will	consign	consign
will	scowl	scowl
will	marinate	marinate
will	regenerate	regenerate
will	swerve	swerve
will	show	show
will	consider	consider
will	dominate	dominate
will	refresh	refresh
will	dial	dial
will	knock	knock
will	research	research
will	veto	veto
will	ache	ache
will	renounce	renounce
will	spoon	spoon
will	swish	swish
will	disparage	disparage
will	blush	blush
will	dissolve	dissolve
will	brainwash	brainwash
will	browse	browse
will	supply	supply
will	alleviate	alleviate
will	boom	boom
will	prey	prey
will	scoot	scoot
will	savour	savour
will	bankroll	bankroll
will	spruce	spruce
will	percolate	percolate
will	bribe	bribe
will	occupy	occupy
will	represent	represent
will	invest	invest
will	replenish	replenish
will	feast	feast
will	lighten	lighten
will	pee	pee
will	hitchhike	hitchhike
will	impugn	impugn
will	eclipse	eclipse
will	censure	censure
