phrase	label
will revealing	0
will accommodate	1
will accommodated	0
will accommodating	0
will wish	1
will wished	0
will wishing	0
will exhaust	1
will exhausted	0
will exhausting	0
will introduce	1
will introduced	0
will introducing	0
will breed	1
will bred	0
will breeding	0
will exist	1
will existing	0
will recede	1
will receded	0
will receding	0
will coax	1
will coaxed	0
will coaxing	0
will downplay	1
will downplayed	0
will downplaying	0
will promise	1
will promised	0
will promising	0
will spur	1
will spurred	0
will spurring	0
will update	1
will updated	0
will updating	0
will remind	1
will reminded	0
will reminding	0
will infuriate	1
will infuriated	0
will infuriating	0
will blow	1
will blown	0
will blowing	0
will solidify	1
will solidified	0
will solidifying	0
will govern	1
will governed	0
will governing	0
will commit	1
will committed	0
will committing	0
will cease	1
will ceased	0
will ceasing	0
will declare	1
will declared	0
will declaring	0
will mix	1
will mixed	0
will mixing	0
will linger	1
will lingered	0
will lingering	0
will regain	1
will regained	0
will regaining	0
will permit	1
will permitted	0
will permitting	0
will triple	1
will tripled	0
will tripling	0
will collide	1
will collided	0
will colliding	0
will wipe	1
will wiped	0
will wiping	0
will resemble	1
will resembled	0
will resembling	0
will buck	1
will bucked	0
will bucking	0
will branch	1
will branched	0
will branching	0
will rectify	1
will rectified	0
will rectifying	0
will unearth	1
will unearthed	0
will unearthing	0
will anticipate	1
will anticipated	0
will anticipating	0
will communicate	1
will communicated	0
will communicating	0
will boast	1
will boasted	0
will boasting	0
will sneak	1
will snuck	0
will sneaking	0
will succeed	1
will succeeded	0
will succeeding	0
will classify	1
will classified	0
will classifying	0
will renovate	1
will renovated	0
will renovating	0
will bolster	1
will bolstered	0
will bolstering	0
will uphold	1
will upheld	0
will upholding	0
will specify	1
will specified	0
will specifying	0
will even	1
will evened	0
will evening	0
will browse	1
will browsed	0
will browsing	0
will wander	1
will wandered	0
will wandering	0
will process	1
will processed	0
will processing	0
will separate	1
will separated	0
will separating	0
will reopen	1
will reopened	0
will reopening	0
will pronounce	1
will pronounced	0
will pronouncing	0
will romp	1
will romped	0
will romping	0
will topple	1
will toppled	0
will toppling	0
will ease	1
will eased	0
will easing	0
will reproduce	1
will reproduced	0
will reproducing	0
will confess	1
will confessed	0
will confessing	0
will discharge	1
will discharged	0
will discharging	0
will reckon	1
will reckoned	0
will reckoning	0
will plot	1
will plotted	0
will plotting	0
will detect	1
will detected	0
will detecting	0
will flex	1
will flexed	0
will flexing	0
will store	1
will stored	0
will storing	0
will pump	1
will pumped	0
will pumping	0
will pull	1
will pulled	0
will pulling	0
will perpetuate	1
will perpetuated	0
will perpetuating	0
will list	1
will listed	0
will listing	0
will tumble	1
will tumbled	0
will tumbling	0
will guide	1
will guided	0
will guiding	0
will hustle	1
will hustled	0
will hustling	0
will peg	1
will pegged	0
will pegging	0
will manufacture	1
will manufactured	0
will manufacturing	0
will round	1
will rounded	0
will rounding	0
will tackle	1
will tackled	0
will tackling	0
will besetting	0
will breathe	1
will breathed	0
will breathing	0
will crumble	1
will crumbled	0
will crumbling	0
will vie	1
will vied	0
will vying	0
will trigger	1
will triggered	0
will triggering	0
will strive	1
will striven	0
will striving	0
will achieve	1
will achieved	0
will achieving	0
will delay	1
will delayed	0
will delaying	0
will persist	1
will persisted	0
will persisting	0
will blaze	1
will blazed	0
will blazing	0
will ratify	1
will ratified	0
will ratifying	0
will congregate	1
will congregated	0
will congregating	0
will probe	1
will probed	0
will probing	0
will repeal	1
will repealed	0
will repealing	0
will conceal	1
will concealed	0
will concealing	0
will befriend	1
will befriended	0
will befriending	0
will posit	1
will posited	0
will positing	0
will cherish	1
will cherished	0
will cherishing	0
will misinterpret	1
will misinterpreted	0
will misinterpreting	0
will highlight	1
will highlighted	0
will highlighting	0
will rehabilitate	1
will rehabilitated	0
will rehabilitating	0
will respect	1
will respected	0
will respecting	0
will eliminate	1
will eliminated	0
will eliminating	0
will forget	1
will forgotten	0
will forgetting	0
will undermine	1
will undermined	0
will undermining	0
will enhance	1
will enhanced	0
will enhancing	0
will authorize	1
will authorized	0
will authorizing	0
will haul	1
will hauled	0
will hauling	0
will provoke	1
will provoked	0
will provoking	0
will jeopardize	1
will jeopardized	0
will jeopardizing	0
will deteriorate	1
will deteriorated	0
will deteriorating	0
will detain	1
will detained	0
will detaining	0
will disqualify	1
will disqualified	0
will disqualifying	0
will recline	1
will reclined	0
will reclining	0
will measure	1
will measured	0
will measuring	0
will employ	1
will employed	0
will employing	0
will bask	1
will basked	0
will basking	0
will overlook	1
will overlooked	0
will overlooking	0
will perceive	1
will perceived	0
will perceiving	0
will request	1
will requested	0
will requesting	0
will vacate	1
will vacated	0
will vacating	0
will arise	1
will arisen	0
will arising	0
will preach	1
will preached	0
will preaching	0
will examine	1
will examined	0
will examining	0
will gasp	1
will gasped	0
will gasping	0
will grate	1
will grated	0
will grating	0
will deplore	1
will deplored	0
will deploring	0
will hint	1
will hinted	0
will hinting	0
will greet	1
will greeted	0
will greeting	0
will embarrass	1
will embarrassed	0
will embarrassing	0
will reprimand	1
will reprimanded	0
will reprimanding	0
will freeze	1
will frozen	0
will freezing	0
will paralyze	1
will paralyzed	0
will paralyzing	0
will squeeze	1
will squeezed	0
will squeezing	0
will combat	1
will combated	0
will combating	0
will belong	1
will belonged	0
will belonging	0
will cry	1
will cried	0
will crying	0
will lodge	1
will lodged	0
will lodging	0
will upstage	1
will upstaged	0
will upstaging	0
will collaborate	1
will collaborated	0
will collaborating	0
will supply	1
will supplied	0
will supplying	0
will straighten	1
will straightened	0
will straightening	0
will fine	1
will fined	0
will fining	0
will harass	1
will harassed	0
will harassing	0
will imagine	1
will imagined	0
will imagining	0
will notice	1
will noticed	0
will noticing	0
will worry	1
will worried	0
will worrying	0
will peruse	1
will perused	0
will perusing	0
will leap	1
will leapt	0
will leaping	0
will ensue	1
will ensued	0
will ensuing	0
will lecture	1
will lectured	0
will lecturing	0
will modify	1
will modified	0
will modifying	0
will fume	1
will fumed	0
will fuming	0
will chuckle	1
will chuckled	0
will chuckling	0
will abstain	1
will abstained	0
will abstaining	0
will scatter	1
will scattered	0
will scattering	0
will shun	1
will shunned	0
will shunning	0
will guarantee	1
will guaranteed	0
will guaranteeing	0
will hoard	1
will hoarded	0
will hoarding	0
will label	1
will labelled	0
will labelling	0
will borrow	1
will borrowed	0
will borrowing	0
will inform	1
will informed	0
will informing	0
will dream	1
will dreamt	0
will dreaming	0
will license	1
will licensed	0
will licensing	0
will progress	1
will progressed	0
will progressing	0
will soar	1
will soared	0
will soaring	0
will land	1
will landed	0
will landing	0
will migrate	1
will migrated	0
will migrating	0
will surrender	1
will surrendered	0
will surrendering	0
will impress	1
will impressed	0
will impressing	0
will masturbate	1
will masturbated	0
will masturbating	0
will slice	1
will sliced	0
will slicing	0
will bleed	1
will bled	0
will bleeding	0
will deter	1
will deterred	0
will deterring	0
will refinance	1
will refinanced	0
will refinancing	0
will brew	1
will brewed	0
will brewing	0
will backdate	1
will backdated	0
will backdating	0
will judge	1
will judged	0
will judging	0
will afflict	1
will afflicted	0
will afflicting	0
will debunk	1
will debunked	0
will debunking	0
will warrant	1
will warranted	0
will warranting	0
will survive	1
will survived	0
will surviving	0
will lean	1
will leant	0
will leaning	0
will cross	1
will crossed	0
will crossing	0
will locate	1
will located	0
will locating	0
will express	1
will expressing	0
will weigh	1
will weighed	0
will weighing	0
will disburse	1
will disbursed	0
will disbursing	0
will recover	1
will recovered	0
will recovering	0
will accelerate	1
will accelerated	0
will accelerating	0
will wake	1
will woken	0
will waking	0
will stack	1
will stacked	0
will stacking	0
will obey	1
will obeyed	0
will obeying	0
will heighten	1
will heightened	0
will heightening	0
will abandon	1
will abandoned	0
will abandoning	0
will deflect	1
will deflected	0
will deflecting	0
will tie	1
will tied	0
will tying	0
will focus	1
will focussed	0
will focussing	0
will pressure	1
will pressured	0
will pressuring	0
will mimic	1
will mimicked	0
will mimicking	0
will overcoming	0
will stray	1
will strayed	0
will straying	0
will evaluate	1
will evaluated	0
will evaluating	0
will marvel	1
will marvelled	0
will marvelling	0
will overtake	1
will overtaken	0
will overtaking	0
will underline	1
will underlined	0
will underlining	0
will pose	1
will posed	0
will posing	0
will realise	1
will realised	0
will realising	0
will reinstate	1
will reinstated	0
will reinstating	0
will envelop	1
will enveloped	0
will enveloping	0
will conjure	1
will conjured	0
will conjuring	0
will shedding	0
will view	1
will viewed	0
will viewing	0
will steer	1
will steered	0
will steering	0
will lock	1
will locked	0
will locking	0
will bore	1
will bored	0
will boring	0
will eject	1
will ejected	0
will ejecting	0
will state	1
will stating	0
will prosecute	1
will prosecuted	0
will prosecuting	0
will pave	1
will paved	0
will paving	0
will trail	1
will trailed	0
will trailing	0
will sample	1
will sampled	0
will sampling	0
will peer	1
will peered	0
will peering	0
will donate	1
will donated	0
will donating	0
will renegotiate	1
will renegotiated	0
will renegotiating	0
will trace	1
will traced	0
will tracing	0
will tag	1
will tagged	0
will tagging	0
will amount	1
will amounted	0
will amounting	0
will exacerbate	1
will exacerbated	0
will exacerbating	0
will encounter	1
will encountered	0
will encountering	0
will escalate	1
will escalated	0
will escalating	0
will advance	1
will advancing	0
will outnumber	1
will outnumbered	0
will outnumbering	0
will install	1
will installed	0
will installing	0
will praise	1
will praised	0
will praising	0
will devour	1
will devoured	0
will devouring	0
will conquer	1
will conquered	0
will conquering	0
will relish	1
will relished	0
will relishing	0
will fend	1
will fended	0
will fending	0
will distance	1
will distanced	0
will distancing	0
will emanate	1
will emanated	0
will emanating	0
will extinguish	1
will extinguished	0
will extinguishing	0
will supersede	1
will superseded	0
will superseding	0
will sever	1
will severed	0
will severing	0
will worsen	1
will worsened	0
will worsening	0
will rebut	1
will rebutted	0
will rebutting	0
will practice	1
will practiced	0
will practicing	0
will pitch	1
will pitched	0
will pitching	0
will contend	1
will contended	0
will contending	0
will plummet	1
will plummeted	0
will plummeting	0
will defy	1
will defied	0
will defying	0
will plant	1
will planted	0
will planting	0
will devastate	1
will devastated	0
will devastating	0
will decamp	1
will decamped	0
will decamping	0
will discourage	1
will discouraged	0
will discouraging	0
will pause	1
will paused	0
will pausing	0
will constitute	1
will constituted	0
will constituting	0
will misrepresent	1
will misrepresented	0
will misrepresenting	0
will extrapolate	1
will extrapolated	0
will extrapolating	0
will hop	1
will hopped	0
will hopping	0
will overturn	1
will overturned	0
will overturning	0
will correspond	1
will corresponded	0
will corresponding	0
will rework	1
will reworked	0
will reworking	0
will curl	1
will curled	0
will curling	0
will sense	1
will sensed	0
will sensing	0
will brush	1
will brushed	0
will brushing	0
will override	1
will overridden	0
will overriding	0
will concede	1
will conceded	0
will conceding	0
will dwarf	1
will dwarfed	0
will dwarfing	0
will tender	1
will tendered	0
will tendering	0
will voice	1
will voiced	0
will voicing	0
will anoint	1
will anointed	0
will anointing	0
will upgrade	1
will upgraded	0
will upgrading	0
will revamp	1
will revamped	0
will revamping	0
will mop	1
will mopped	0
will mopping	0
will gear	1
